Topic,Words,Frequency,Class
66,"whs, whittier, wshs, whhs, wfbhs",70,high_fb
67,"simple live, level simple, aloud hesitation, hesitation definitely, yrs saw",3,high_fb
68,"trinity, trinity school, holy trinity, team spirit, graduates ivies",9,high_fb
69,"lincoln, lincoln high, lincoln school, lincoln elementary, school lincoln",63,high_fb
70,"park, parkview, park view, college park, parkland",25,high_fb
71,"jewish, branches years, counseling dep, grown branches, dep friendly",3,high_fb
72,"florida, jacksonville, tampa, state florida, fl",46,high_fb
73,"stem, stem program, stem academy, stem school, ball high",54,high_fb
74,"arizona, tucson, phoenix, ironwood, az",38,high_fb
75,"sjhs, sjc, sja, sj, sjs",20,high_fb
76,"ghs, gchs, gcs, gw, ghs great",112,high_fb
77,"lutheran, wisconsin lutheran, wisconsin, lutheran high, lutheran school",11,high_fb
78,"green, green run, greenbrier, green hope, run high",25,high_fb
79,"york, yorktown, nyc, westchester, new albany",65,high_fb
80,"private school, private, solon, solon students, north andover",18,high_fb
81,"need wanna, destroyed sports, plus deserve, individually development, fancying",26,high_fb
82,"grace king, grace, king, king class, freshman grace",5,high_fb
83,"bathrooms, bathroom, restroom, roaches, disgusting",82,high_fb
84,"ridge, ridgeview, fossil, fossil ridge, ridgeway",20,high_fb
85,"wchs, wca, wc east, wcasd, wcs",19,high_fb
86,"lchs, lca, lc, lcs, lcc",20,high_fb
87,"northglenn high, northglenn, thank, shannon mauro, mauro",9,high_fb
88,"homework, sleep, hours, night, hw",32,high_fb
89,"hhs, hths, hf, hhs really, hhs good",54,high_fb
91,"arab, arab high, islamic, arab school, damascus",9,high_fb
92,"principle, new principle, vice principles, north springs, principles",11,high_fb
93,"river, james river, riverview, indian river, james",21,high_fb
94,"bhs, bms, bhs great, love bhs, bhhs",101,high_fb
95,"mountain, mountain view, shadow mountain, shadow, view",44,high_fb
96,"mchs, mcdevitt, mcs, mcminn, mckean",40,high_fb
97,"summit, summit high, summit school, everest, school summit",19,high_fb
98,"food, lunch, heavenly wings, lunches, culinary",34,high_fb
99,"south, south lake, southridge, south high, southside",113,high_fb
100,"highland, highlands, highland park, highland high, school highland",34,high_fb
101,"college, honors, classes, ap, senior",88,high_fb
102,"achs, achs great, aca, lake county, acs",8,high_fb
103,"donation emails, going donation, great feed, needs information, important announcements",1,high_fb
104,"monacan, academy, enforcement academy, excelent variety, sophmore math",12,high_fb
105,"franklin, franklin high, franklin great, franklin academy, fhs",43,high_fb
106,"echs, ec, ecs, experience echs, eca",25,high_fb
107,"scsd, scpa, scs, sca, schools appreciating",7,high_fb
108,"bca, bchs, bcs, bcc, bcsc",21,high_fb
109,"experience good, good experience, experience, amazing definitely, experience overall",28,high_fb
110,"oviedo, occhs, occhs great, oviedo high, ocs",9,high_fb
111,"st john, john, saint john, verbatim organized, prowess car",4,high_fb
112,"pchs, pca, pcn, pcti, pc",9,high_fb
113,"cms, cmw, hk, cmcs, cm",9,high_fb
114,"north, northside, northview, northridge, north high",93,high_fb
115,"hchs, hca, orienteering, njrotc orienteering, orienteering team",7,high_fb
116,"georgia, atlanta, ga, north atlanta, glynn academy",59,high_fb
117,"best school, best, school best, bestest, hs best",26,high_fb
118,"drugs, drug, drug problem, drug use, drugs school",186,high_fb
119,"jefferson, jefferson high, thomas jefferson, recommend jefferson, jefferson schools",18,high_fb
120,"liberty, liberty high, liberty middle, school liberty, love liberty",32,high_fb
121,"beautiful handsome, sacred, sacred heart, handsome, player valedictorian",1,high_fb
122,"madison, olympia, huntsville, madison schools, madison high",58,high_fb
123,"heritage, coconino, coconino high, american heritage, heritage high",21,high_fb
124,"dr richard, new principal, richard, dr, new",22,high_fb
125,"occurrence parent, constant occurrence, petersburg high, fights constant, st petersburg",1,high_fb
126,"tchs, tcs, tca, tcchs, tc",19,high_fb
127,"county, mbk, farmington, school county, alleghany",29,high_fb
129,"vista, monta vista, monta, vista high, greatschool",9,high_fb
130,"lm, lrhs, lms, fair consistent, theaters art",11,high_fb
131,"nc, nchs, ncs, nca, nccs",18,high_fb
132,"jhs, jlhs, jmhs, jlaw, jm",30,high_fb
133,"canyon, north canyon, copper, canyon high, started ib",16,high_fb
134,"washington, washington high, booker washington, washington great, booker",14,high_fb
135,"la, laguardia, los, los altos, altos",36,high_fb
136,"east, eastern, eastside, east high, east great",77,high_fb
137,"st francis, francis, think st, francis life, thought clicks",2,high_fb
138,"smhs, sm, sma, sme, aaple",24,high_fb
139,"ipads, ipad, chromebooks, chromebook, technology",23,high_fb
140,"dyslexia, dyslexic, stuttering, symptoms, diagnosed",7,high_fb
141,"wilson, woodrow, wilson high, school wilson, tahoe",36,high_fb
142,"problems, problems school, haven problems, complaints, triton",26,high_fb
143,"avondale, riverdale, woodford county, hillsdale, woodford",32,high_fb
144,"experience school, experience, great experience, good experience, pretty experience",33,high_fb
145,"eagle, eagles, bird, eagle high, eagle rock",19,high_fb
147,"mvhs, mvhs pretty, nlhs, mvhs years, mvca",9,high_fb
148,"long damage, day dignity, prepares launch, excellent camas, inflict life",8,high_fb
149,"brookwood, brookfield, brook, clear brook, brookfield high",15,high_fb
150,"king, kingsway, school kingsford, kings, kingsford high",9,high_fb
152,"thomas dale, dale, thomas, engaged choose, choose thomas",2,high_fb
153,"fchs, fc, fca, fcs, fc really",11,high_fb
155,"mcas, mca, mcas good, good mcas, mcauliffe",7,high_fb
157,"ocean, ocean view, view, bayshore, seas",27,high_fb
158,"school awesome, clarkstown north, clarkstown, fun, school fun",25,high_fb
159,"hawaii, chiawana, pahoa, best public, misconduct",8,high_fb
160,"california, ca, schools california, cal, quality coaches",29,high_fb
161,"average, school average, average school, average high, average average",35,high_fb
162,"bay, bay high, city central, bay city, moon bay",31,high_fb
163,"blue ribbon, ribbon, blue, ribbon school, national blue",12,high_fb
164,"mshs, msa, mshs excellent, mshs great, msl",11,high_fb
165,"german, germantown, germantown schools, german teacher, goethe",16,high_fb
166,"hate school, hate, hated, absolutely hated, hated school",39,high_fb
167,"disappointed, disappointed school, incapable enforcing, student damned, difficult counseling",13,high_fb
168,"high school, high, haltom, sandwich high, haltom high",101,high_fb
169,"leadership, staff terrible, poor, administration, happening adding",31,high_fb
170,"kisd, kipp, record second, belton copperas, screwed aren",2,high_fb
171,"meadowcreek, meadowbrook, meadowcreek high, meadow, mbk",15,high_fb
172,"roosevelt, roosevelt high, school roosevelt, roosevelt school, rhs",26,high_fb
173,"int best, games pick, beter child, orleans saints, really beter",1,high_fb
174,"providence, providence great, phs, school providence, honors college",13,high_fb
175,"vegas, nevada, las vegas, las, reno",30,high_fb
176,"yr direct, way sshs, watts wonderful, tops regents, sshs tops",11,high_fb
177,"escambia, escambia high, esl, ese, esl program",14,high_fb
178,"glen, village glen, sidney, glenwood, glenbard",21,high_fb
179,"dchs, dc, pathetic excuse, dca, dcs",8,high_fb
180,"math, math teachers, math program, perspective school, strong math",12,high_fb
181,"counselors, counselor, counseling, counselors helpful, guidance",92,high_fb
182,"evergreen, evhs, evergreen valley, valley high, school evergreen",12,high_fb
183,"pine view, pine, piner, view, view high",9,high_fb
184,"rchs, college peers, rchs good, teenage births, institutions surprised",4,high_fb
185,"fairhope, fairhope high, norton, fairhope year, operate truly",2,high_fb
186,"bridge, great bridge, bridges, rock bridge, newer schools",6,high_fb
187,"safe, safe school, school safe, clean, feel safe",19,high_fb
188,"miami, dade, miami dade, dade county, school miami",28,high_fb
189,"jersey, nj, new jersey, brunswick, newark",60,high_fb
190,"best school, really really, school best, best, lancer",31,high_fb
191,"pius, xi, pius xi, st pius, riverwood",5,high_fb
192,"glace little, edges compassion, school glace, cyprus high, hearts games",1,high_fb
193,"substitute, substitute teacher, substitute teachers, sub, subs",22,high_fb
194,"edison, edison high, edison great, look edison, graduated edison",15,high_fb
195,"improvement, room improvement, school improved, improved, improve",32,high_fb
196,"ivy, ivy league, league, league schools, league school",43,high_fb
197,"lgbtq, homophobia, trans, transgender, lgbt",27,high_fb
198,"scholarship courses, stce awesome, ranking don, able partial, offer did",1,high_fb
199,"place learn, great place, community mahopac, mahopac lovely, record rates",6,high_fb
200,"cehs, reflection rigorous, aims reflection, added feather, cap excellent",2,high_fb
202,"cambridge, cambridge program, ghs, ghs cambridge, school cambridge",19,high_fb
203,"notre dame, notre, dame, reason invested, product process",3,high_fb
204,"lived nebraska, kids heredw, heredw, going lived, nebraska kids",7,high_fb
206,"honor, honor roll, roll, concentrators, daughter honor",10,high_fb
207,"woodland, woodland park, indicates woodland, including heroine, alright mediocre",2,high_fb
208,"horizon, horizon high, new horizon, echo, superfluous high",6,high_fb
209,"central, central high, central elementary, central school, school central",39,high_fb
210,"hamilton, hamilton high, craigmont, alexander, school hamilton",17,high_fb
211,"cedar, cedar ridge, cedar hill, ridge, cedarwood",6,high_fb
213,"pv, pvhs, pves, pve, pva",31,high_fb
215,"quandale dingle, quandale, dingle quandale, dingle, ok ok",32,high_fb
216,"rock, sandalwood, flat rock, rocklin, rockland",9,high_fb
217,"woodside, forest, forest hills, families communicates, wisely bring",5,high_fb
218,"foard, fpc, fsa, fshs cares, sports socializing",8,high_fb
219,"westminster, pardes, westminster school, student westminster, norton",17,high_fb
220,"aahs, aahs great, true kadets, attending aacc, dont doors",6,high_fb
221,"hispanic, hispanics, city port, latino, port arthur",13,high_fb
222,"clovis, clovis west, clackamas, clc, cls",8,high_fb
224,"smith, ee smith, ee, smith high, thou",8,high_fb
225,"james hs, important attends, st james, attends extra, county start",1,high_fb
226,"carver, carver high, school carver, carver culture, simulation",7,high_fb
227,"ratio, student teacher, teacher ratio, teacher student, student ratio",13,high_fb
228,"mckinley, presence public, stunning girls, mckinley rarely, junior mckinley",2,high_fb
229,"chaparral, chap, cha, chapin, chaparral high",11,high_fb
230,"crestwood, crestview, crestview high, coach gibson, gibson coach",11,high_fb
231,"fairview, fairhope, bayside academy, fairhope high, boulder",7,high_fb
232,"numerous lunches, forced available, impossible huge, bk geared, geared athletes",1,high_fb
233,"salem, salem high, school salem, salem great, attending salem",12,high_fb
234,"san, diego, san diego, school san, san mateo",30,high_fb
236,"vmhs, vhhs teachers, vhhs, vmhs im, graduated vmhs",3,high_fb
237,"desert, desert vista, high desert, dv, attend desert",11,high_fb
238,"mps, mpa, courses neighborhood, breakers enviroment, truly mising",4,high_fb
239,"small town, town, town school, small, small school",13,high_fb
240,"cphs, ram ram, cp, cps, ram",10,high_fb
241,"stars, stars stars, star, star stars, zero stars",25,high_fb
242,"poor, lower dauphin, bangor high, extremely poor, dauphin",14,high_fb
243,"willowbrook, willow, krause rest, willowbrook experience, listen course",4,high_fb
245,"gateway, gateway school, say gateway, gateway elementary, conneaut",8,high_fb
246,"mmhs, mms, mmhs teachers, mash, learning levels",4,high_fb
247,"hillcrest, hillcrest high, penncrest, hillcrest amazing, skycrest",16,high_fb
248,"cj, classical, classical academy, bu curry, meixner",4,high_fb
249,"pinecrest, oakcrest, spirit section, woodcrest, best spirit",10,high_fb
251,"kennedy, jfk, kennedy high, john kennedy, jfk high",27,high_fb
252,"davis, davis high, ben davis, lee davis, ben",18,high_fb
253,"bishop, bishop kelley, kelley, mcdevitt, bishop mcdevitt",8,high_fb
254,"laurel, laurel high, rigors undergraduate, repair education, abilities advantage",4,high_fb
255,"overhills, children rim, rim, love overhills, grads good",2,high_fb
256,"ranch, augusta, ranchview, scripps ranch, ranch high",8,high_fb
257,"sss, sss students, repairs love, ssisd experience, attending sss",2,high_fb
258,"hillside, hillside high, hilltop, durham, recommend hillside",11,high_fb
259,"riverside, engineering, riverside great, school riverside, engineering program",18,high_fb
260,"athens, athens high, athens drive, plato, greek",27,high_fb
262,"wellbeing doing, cohs spirited, cohs, spirited school, students wellbeing",1,high_fb
264,"carden, vinci law, dominantly law, interested fully, socially club",1,high_fb
266,"pe, pes, ups wanted, rapids secondary, time og",4,high_fb
267,"lawrence, lawrence high, st lawrence, laurence, lawrence school",14,high_fb
268,"alhambra, algonquin, aloha, alverno, alum",11,high_fb
269,"student ulysses, ulysses program, ulysses, helps college, program challenges",1,high_fb
270,"monticello, monticello high, montclair, school monticello, montclair high",18,high_fb
272,"streator high, streator, stranahan, stranahan pretty, say stranahan",5,high_fb
273,"secret opinion, curricula small, bruton great, sport extra, bruton",1,high_fb
274,"hopewell, hope, teachers hopewell, hopewell doing, hopewell prepared",11,high_fb
275,"yassss, yassss yassss, school yassss, great overal, aweome school",10,high_fb
276,"smsd, sms, children smsd, ir son, negitave jr",2,high_fb
277,"cdm, cds, cdmhs thankfully, covering cheating, parties additionally",2,high_fb
278,"sfisd, sfhs, attends sfhs, sf, program bright",6,high_fb
279,"pros, cons, pro, pros school, pros great",14,high_fb
280,"clark, lewis, lewisville high, lewisville, clark high",21,high_fb
281,"jackson, jackson center, gj, ld classes, jackson county",11,high_fb
282,"somerset, taunton, taunton high, miramar, somerset academy",5,high_fb
285,"mount, tabor, mount si, si, mta",10,high_fb
287,"teachers rude, rude, rude teachers, kids rude, absolute disgrace",13,high_fb
289,"veritas, eroding, variables, figure eroding, cases transportation",1,high_fb
290,"dphs, llw great, guard arrives, average hurts, catch acclimated",7,high_fb
292,"tennessee, marion, nashville, tn, knoxville",20,high_fb
294,"palm, royal palm, royal, palm beach, armos",4,high_fb
295,"anderson, anderson high, recommend anderson, neighborhoods feed, anderson school",8,high_fb
296,"state meade, meade facility, time mead, mead hs, solution issues",1,high_fb
297,"tennent, villa, william tennent, things tennents, close 150k",1,high_fb
298,"garden, gardens, gardena, garden city, hired tenure",6,high_fb
299,"teresa, job forging, charging dollar, statements sths, merit statements",1,high_fb
300,"vchs, vcs, vca, efficiently resolve, displaying administrations",2,high_fb
301,"jchs, jcs, jcs inspired, classes president, advantage located",4,high_fb
302,"lee, lee high, robert lee, experience lee, leesville",17,high_fb
303,"grant, grant high, classes grant, attended grant, graduating grant",10,high_fb
304,"harmony, fun cliques, 1963 proud, love leland, harmony 1963",2,high_fb
305,"recommend baker, baker high, rude environment, impressed went, changed staff",1,high_fb
306,"legacy, legacy great, legacy high, vintage, problems legacy",12,high_fb
307,"houston, sam, sam houston, houston high, school houston",28,high_fb
308,"freedom, freedom high, freedom academy, coming freedom, freedom excellent",13,high_fb
309,"cshs, ql program, attended qo, spirit follows, pour thier",2,high_fb
310,"heights wouldn, just rise, time heights, harker heights, friendly sports",1,high_fb
311,"lakeside, lakeside high, school lakeside, dekalb, lakeside great",17,high_fb
312,"st martin, martin, shows double, needed appease, stephens high",2,high_fb
313,"westwood, westwood great, westwood high, westwood westwood, ut",14,high_fb
314,"scholarships, scholarship, graduated, college, daughter graduated",53,high_fb
315,"croatan, crn, crhs, cr, hard just",7,high_fb
316,"cross remove, afford holy, wish afford, holy cross, remove child",1,high_fb
317,"feel saguaro, saguaro, sahs, exactly invest, sahs offers",3,high_fb
318,"holy trinity, trinity, holy, trinity high, theater department",4,high_fb
319,"mcc, lol lol, ckm, lol, hisp",4,high_fb
320,"pottstown senior, support admitted, neighborhood school, spend incredible, neighborhood faculty",4,high_fb
321,"manchester, yorkshire, nottingham, cheshire, cheshire high",10,high_fb
322,"charles, st charles, st, charles east, charles north",13,high_fb
323,"sv, svhs, sva, production broadcasting, hansen",9,high_fb
324,"phs, ph, experience phs, phe, graduated phs",53,high_fb
325,"clinton, clinton high, school clinton, clinton school, year clinton",20,high_fb
326,"greely, teachers counselosr, greely great, greely want, excellent hight",2,high_fb
327,"concord, concord high, bolton, perkins, gordon",9,high_fb
329,"cshs, csd, css, point directions, demographic situation",3,high_fb
330,"relationships enjoys, great relationships, enjoys going, child great, relationships",1,high_fb
331,"covered cameras, cameras dont, classes secure, picked beautiful, members satisfied",5,high_fb
332,"garfield, garfield best, garfield amazing, year garfield, successful bluegrass",5,high_fb
333,"brookside, ridgeville, north ridgeville, cafeteria coffee, ridgeville city",2,high_fb
334,"austin, akins, austin high, austin area, teachers akins",15,high_fb
335,"star, school star, rate, perennially rated, unruly people",8,high_fb
339,"mills, mills high, owings mills, owings, great mills",17,high_fb
341,"prison, like prison, school prison, prison school, inmates",27,high_fb
342,"baltimore, maryland, coatesville, baltimore county, school maryland",10,high_fb
344,"gsa, pay tuition, surrounding, excellent college, school gsa",9,high_fb
345,"chs, chs great, graduated chs, experience chs, ch",68,high_fb
346,"chili high, gates chili, gate, chili, stimulation gate",3,high_fb
347,"experience kids, 15 yr, great experience, year 15, old great",4,high_fb
348,"marshall, marshall high, thurgood, marshall great, thurgood marshall",27,high_fb
349,"cfhs, cfs, cf, slightly thought, tucson entire",5,high_fb
350,"mac, pal mac, mac high, pal, state mac",9,high_fb
351,"security, entrances, like make, amounts oversight, little achieved",9,high_fb
352,"suck idea, child 695, 920 347, variety going, 100 price",3,high_fb
353,"slhs, slv, slp, slh, sles",11,high_fb
354,"rancho, rancho great, vaquero, love rancho, school rancho",15,high_fb
355,"dwight, dwight morrow, eisenhower, morrow, school dwight",6,high_fb
356,"wood, alright finished, wood legacy, currently cy, victories don",3,high_fb
357,"louis, st louis, louis park, saint louis, park highs",3,high_fb
358,"steam, class academies, academies, steam program, transferring kaimuki",4,high_fb
359,"sycamore, syosset, sycamore schools, sycamore high, sycamore school",12,high_fb
361,"brainerd, concordia, burke, dumpster approach, 2009 attend",2,high_fb
362,"sunset, attending sunset, attentiveness subject, sunset impressed, curriculum attentiveness",3,high_fb
363,"mhs, mhs great, mrhs, maize, students mhs",92,high_fb
365,"ursuline, college ursuline, prescott, ursuline ready, insightful overall",3,high_fb
366,"atherton, woodward, newman, atherton diverse, love atherton",8,high_fb
367,"enjoyed jrotc, 2015 grad, grad enjoyed, prairie 2015, love prairie",1,high_fb
368,"phone, email, calls, studends, school map",16,high_fb
370,"lowell, lowell high, lowell school, lowell great, lowell teachers",20,high_fb
371,"ahs, ahcs, aha, ahs excellent, attended ahs",46,high_fb
372,"michigan, detroit, michigan city, schools michigan, uhsa",18,high_fb
373,"recommend school, school recommend, recommend, rounded accepting, accepting education",13,high_fb
374,"thomas stone, stone, stonewall, stone great, moved rockwall",5,high_fb
375,"diploma, ged, accredited, yhs, washington high",10,high_fb
376,"dog, youngest horrible, send dog, dogs, cusd",4,high_fb
377,"aghs, ag, ag program, ags, fria",7,high_fb
378,"burbank, lehi, burbank high, le, lely",16,high_fb
379,"let honor, impaired high, qualify standards, class qualify, mental ones",1,high_fb
380,"coronado, corona, ramona, corona del, del sol",34,high_fb
381,"sphs, spm, skhs, sk, sps",11,high_fb
382,"quaker, quaker valley, qv, quakertown, encompassing city",4,high_fb
383,"oxford, oxford high, chrysalis, school oxford, opa",29,high_fb
384,"dedication effeorts, list dual, effeorts, effeorts teachers, brownfield high",2,high_fb
385,"progressive, subsequent classes, working rural, north progressive, innovative fair",5,high_fb
386,"hoover, hoover great, hoover high, hall way, des moines",12,high_fb
387,"pa, pennsylvania, crawford central, 181 color, schools pennsylvania",15,high_fb
388,"air conditioning, conditioning, air, heat, school 112",12,high_fb
389,"carmel, carmel high, mt carmel, mount carmel, mt",21,high_fb
390,"page number, author page, kind careers, secondhand quotations, number secondhand",5,high_fb
392,"ross, mrs ross, rossview, financial burdons, enhanced supplemental",4,high_fb
393,"hunt, hunt high, hunter, happens leader, gorgeous sure",6,high_fb
394,"chicago, illinois, schools illinois, school illinois, chicago school",8,high_fb
395,"walnut high, walnut, school varieties, bwhs best, place bwhs",4,high_fb
396,"gates, right condisions, drama pathetic, condisions learning, fish hate",1,high_fb
397,"discipline, reducing, board meetings, tests reteaching, comes courage",6,high_fb
398,"suncoast, sunnyside, student suncoast, sunnyside high, school suncoast",6,high_fb
399,"lafayette, lafayette high, attending lafayette, school lafayette, love lafayette",15,high_fb
400,"elm, little elm, elma, elmo, elma high",13,high_fb
401,"elsik, el modena, el, modena, vanguards",9,high_fb
402,"scott, scott high, believe scott, walker, happens receptive",3,high_fb
403,"monroe, monroe high, monroe woodbury, james monroe, love monroe",13,high_fb
404,"greenwood, greenwood community, center grove, community schools, really consider",2,high_fb
405,"mhhs, mission, mission hills, upenn, american high",4,high_fb
406,"vpa, strand vpa, fulfilment, excellent loooove, shelley good",2,high_fb
407,"attend srhs, art quest, decision pleased, quest, district big",1,high_fb
408,"hawthorne, wonders turn, optional majority, eld support, past wonders",1,high_fb
409,"ptsa, ptsa ones, cphs district, newsletter social, house cphs",3,high_fb
410,"kellenberg, left rsk, located asset, kellenberg academics, future mentors",4,high_fb
411,"coral, coral park, reef, coral reef, miami coral",36,high_fb
412,"breeds free, society possess, aehs exceeded, county supportive, aehs",1,high_fb
413,"excel committed, winthrop, attends winthrop, winthrop high, struggle couple",1,high_fb
414,"zeeland, zps, intolerance, zeeland high, communities choose",2,high_fb
417,"bullied, false, wb, drhs, stalking",16,high_fb
418,"srhs, srmhs, srv, srvhs, srs",12,high_fb
420,"lbj, lbj staff, lbj gotten, passion lbj, achieve ms",1,high_fb
421,"brentwood, topped moving, brentwood judgmental, trouble brentwood, judgmental dress",5,high_fb
422,"greatly supplements, air use, perkins greatly, supplements learning, adore mac",3,high_fb
423,"virginia, virginia beach, beach, green run, northern virginia",17,high_fb
427,"rjr, know rpb, rpb child, decided rjr, wasn attitude",4,high_fb
428,"gehs, gehs excellent, ges, gea, early heck",5,high_fb
429,"virtual, virtual school, virtual learning, knocks work, scam siphoning",5,high_fb
430,"chavez, subjects license, chavez teaching, check license, teachers cesar",2,high_fb
432,"taylor, taylor high, swift went, taylor swift, ths",7,high_fb
433,"centennial, centennial high, love centennial, centennial great, ravenwood",34,high_fb
434,"osage, osage high, opportunities osage, continually emphasizes, osage excellence",4,high_fb
435,"santa fe, fe, santa, santaluces, fe high",7,high_fb
436,"dutch, students horrible, courses fields, toledo eighth, courses site",4,high_fb
437,"stratford, stratford high, spring woods, school stratford, mr juntti",22,high_fb
438,"longmeadow, longfellow, longview, wish directly, longmeadow reading",3,high_fb
439,"union, union high, union like, life union, union clean",9,high_fb
440,"intake swift, smooth special, degrade outstanding, transfer southlake, letting transfer",5,high_fb
441,"mason, parsons, mason prep, mason great, mason feel",10,high_fb
443,"tottenville, niceville, pleasantville, starkville, roseville",16,high_fb
444,"gilbert, gilbert high, west gilbert, imagine west, zanesville high",7,high_fb
445,"winchester, wes, building 2018, winchester high, lexington words",2,high_fb
446,"bellflower, school bellflower, berkeley tries, bellflower say, purpose expressing",1,high_fb
448,"mesquite good, fantastic peers, used environment, wants big, environment used",1,high_fb
449,"artquest, rosa, santa rosa, lately attending, gorgeous obviously",1,high_fb
450,"columbia, columbia high, wilde lake, columbia academy, wilde",13,high_fb
451,"oakland, oakland high, oakland tech, school oakland, tech",12,high_fb
452,"robotics, lathrop, robotics program, robotics team, engineering",13,high_fb
454,"cliques, clique, chs cliques, popular, cliques cliques",24,high_fb
455,"bulldogs, bulldog, turlock high, turlock, wildcats",9,high_fb
456,"cvhs, cv, cva, school cvhs, cvcs",12,high_fb
457,"immaculate test, stunning immaculate, eager intellectual, intellectual sophisticated, scores professionalism",1,high_fb
458,"cypress, cypress bay, cypress springs, cy, cypress woods",23,high_fb
459,"vernon, mount vernon, mount, vernon high, mt vernon",10,high_fb
461,"casa, casa grande, grande, new comers, comers",5,high_fb
462,"independence, independence high, independence great, greed mad, ultimately motivated",8,high_fb
463,"brighton, brighton high, brighton hall, bhs, brighton school",19,high_fb
464,"monica, samo, santa monica, samo having, monica kids",3,high_fb
465,"mercy, experience mercy, mercy girl, represent role, talents receive",6,high_fb
466,"greats, student bghs, fun greats, bghs fun, greats learning",1,high_fb
467,"berkeley, berkeley high, berkeley hall, teacher koowledge, classes afro",6,high_fb
468,"tm, tj, tmhs, tms, tmsa",4,high_fb
469,"palo, mira, palo alto, alto, mira loma",9,high_fb
470,"bethel, bethel high, telstar, bethel highschool, bethel school",8,high_fb
472,"parish, allen parish, decation principle, teacher decation, comforting 100",3,high_fb
473,"eith unlike, persuade send, ths time, kids persuade, unlike tcchs",3,high_fb
474,"diamonds, diamonds forever, roaches like, overlook smaller, wildcatttttt",4,high_fb
475,"grove, groves, seaholm, rah, pleasant grove",6,high_fb
476,"fayetteville, fayette, fayette county, school fayetteville, south fayette",12,high_fb
477,"penn, pennfield, william penn, penn manor, pennsauken high",16,high_fb
479,"pacifica, peninsula, pacific, pacifica offers, pba",5,high_fb
480,"lphs, lphs wonderful, legacy athletic, opt lphs, d38 academics",6,high_fb
481,"rio, rio vista, del rio, vista, rvhs",4,high_fb
482,"vanguard, graduate fremont, vanguard time, ross dumb, fremont ross",2,high_fb
484,"pmhs, pma, picayune, lyndon, monitors people",7,high_fb
485,"skyview, kids skyview, school nampa, concessions, nampa",6,high_fb
486,"experience teachers, great experience, caring elective, helpful prime, conscientious meeting",7,high_fb
487,"manvel, mandeville, manhasset, mandeville high, manteca",12,high_fb
488,"island, mainland, long island, experience mainland, mainland high",14,high_fb
489,"hahnville, lane, child hahnville, lane catalina, overall hahnville",4,high_fb
490,"naples, naples high, collier, collierville, olive",12,high_fb
491,"schools champions, doing theyre, champions loving, loving doing, theyre doing",1,high_fb
492,"bronx, bronx science, bronx high, science, school bronx",19,high_fb
494,"texas, school texas, navarro, moved texas, longview",23,high_fb
495,"baldwin, baldwin does, baldwin high, experience baldwin, baldwin stellar",7,high_fb
496,"howard, howard county, howard high, long reach, county",7,high_fb
497,"bennett, james bennett, bennett sr, countries appear, cases won",2,high_fb
498,"ed keeping, unsupervised daycare, pleasing board, shined don, teachers shined",3,high_fb
499,"camden, camden high, camden county, cma, camden military",12,high_fb
500,"dsa, dsha, dsha great, got dsa, dsa 6th",8,high_fb
501,"deer, deer valley, deering, deer park, valley high",10,high_fb
502,"cleveland, school cleveland, cleveland great, voice science, cleveland high",9,high_fb
504,"cte, cta, capstone, love cte, cafeteria secure",5,high_fb
505,"bradford, school bradford, renown theater, bradford county, bradford world",3,high_fb
507,"ilh, ilt, fast growing, ila, ils",4,high_fb
508,"constantly enhance, inclusionary environment, conference fully, students jericho, mr prisinzano",2,high_fb
509,"proud, chs, guyer, environmentally amazing, dilligently solve",6,high_fb
511,"arlington, arlington high, arlington heights, school arlington, upper arlington",23,high_fb
512,"henry, patrick henry, patrick, gone henry, recent infrastructure",6,high_fb
513,"shs, shs great, shs good, shreiner, shcs",41,high_fb
514,"orange, west orange, orange high, orange county, wohs",15,high_fb
515,"gmhs, gms, heibel, organize star, opportunity synergize",3,high_fb
516,"northwood, memorisation, northwoods, northwood great, love northwood",10,high_fb
517,"hoosac, horeb, ceiling, challenged elite, horeb offers",3,high_fb
518,"johnson, jonesboro, jonesboro high, principal johnson, mrs johnson",14,high_fb
519,"latin, latin class, new latin, latin teacher, think little",8,high_fb
520,"loyola, ignatius, st ignatius, attending loyola, brothers",4,high_fb
521,"triton, tri, transfeering say, athlete 600, june crowded",4,high_fb
524,"richmond, richmond academy, richmond senior, new richmond, richmond high",10,high_fb
525,"charlotte, schools charlotte, academics relatively, fueling toxic, influence coming",5,high_fb
526,"tigers, tiger, oscar smith, oscar, proud tiger",13,high_fb
527,"principle, school principle, tlc, trains excellent, student apprehensive",4,high_fb
528,"perry, perry hall, perry schools, perry meridian, dulaney",14,high_fb
529,"grandview, grand ledge, attended grand, ledge, did grandview",2,high_fb
531,"hp, hphs, hpa, highland park, hphs year",7,high_fb
532,"moscow, russian, moscow high, ap students, yeshiva",4,high_fb
534,"orchard, quince orchard, quince, orchard park, north potomac",7,high_fb
535,"sheridan, sheridan high, sheridan private, com rank, number 261",2,high_fb
536,"oprf, opelika, oprf great, opa, ophir",8,high_fb
537,"neuqua, nea, north olmsted, nehs, olmsted",6,high_fb
538,"delphi, berwick, allot, come time, continusly approving",4,high_fb
539,"anza, experiance, anza great, rumors numerous, enthuisiastic",2,high_fb
542,"cooper, cooper school, lubbock, cooper great, cooper city",10,high_fb
543,"dewey, skinner, john dewey, dewey high, dewey great",11,high_fb
